ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/ Conservation Reports on File,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),Latitude,Longitude,Point Data,Coordinate Accuracy,Modified
114,Unknown,,2610 Francis Street,,Gordon Lowenberg,,,,,City of Baltimore - BOPA,Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Parkview Recreation Center for School,Entrance overhang,Parkview Recreation Center for School,,acrylic paint,,,,,Male,,,,,,,,7,Parkview/Woodbrook,Penn North/Reservoir Hill,39.3140391,-76.6457422,,,5/15/2019 4:05pm
1967.009.XXX.OlRus,Unknown,1967,100 Kane Street,,Olin Lansing Russum Jr.,Landscape,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21231,Patterson HS,Exterior courtyard,Patterson HS,Outdoor,sculptural garden,,,,,Male,,,,,,,,1,Hopkins Bayview,Orangeville/E. Highlandtown,39.2928775,-76.5378831,,,5/15/2019 4:32pm
1978.027.XXX.TyStr,Sails,1978,100 Kane Street,,Tylden Westcott Streett,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21231,Patterson HS,Second story window,Patterson HS,,copper,,,,,Male,,,,checked,,,,1,Hopkins Bayview,Orangeville/E. Highlandtown,39.292077,-76.537680,,,5/15/2019 4:32pm
1814.001.CHAP.Unknown,Rogers Bastion Cannon,1814,27 S. Patterson Park Avenue,,Unknown,"Historic Object,Monument",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21231,Patterson Park,Fort Hill,Patterson Park,Outdoor,,,,,,,,,,,,,node/7840961095,1,Patterson Park,Canton,39.28986683,-76.58371061,,,8/24/2020 3:11pm
1915.003.CHAP.RPGol,Conradin Kreutzer Monument,1915,27 S. Patterson Park Avenue,,R.P. Golde,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21231,Patterson Park,,Patterson Park,Outdoor,bronze,,Conradin Kreutzer,,46 x 26 x 22 in.,Male,,,,checked,,,node/7833984131,1,Butcher's Hill,Fells Point,39.28828891,-76.58382519,,,8/21/2020 10:36pm
1914.003.CHAP.JMMil,Star Spangled Banner Centennial Monument,1914,27 S. Patterson Park Avenue,, Joseph Maxwell Miller,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21231,Patterson Park,Fort Hill,Patterson Park,Outdoor,bronze,,,,51 x 38 x 27 in.,Male,,,,checked,,,node/2289898434,1,Butcher's Hill,Fells Point,39.28995046,-76.58354970,,,5/15/2019 4:08pm
1942.001.CHAP.HaSch,Pulaski Monument,1942,"Patterson Park, Eastern Avenue and Linwood Drive",Intersection,Hans K. Schuler,"Monument,Sculpture",in place,Mayor & City Council,"Baltimore City Department of Recreation & Parks,City of Baltimore - BOPA",Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,A.C. Radziszewski,10/14/1951,,Baltimore,MD,21231,Patterson Park,,Patterson Park,Outdoor,bronze,"bas-reliefr in bronze set in a 20-foot square frame of granite and brick. Relief is 10' tall and 15' wide. Pulaski is depicted in uniform, on horseback, sword in hand, leading a cavalry charge at the siege of Savannah. Pulaski's aide-de-camp, Col. Paul Bentalou (1755-1826).",Casimir Pulaski,,129 in. x 15 ft. x 26 in.,Male,,,"spray paint vanadlism reported on 5/23/19, BOPA contacted CHAP to offer the assistance of an conservator; CHAP noted they advised BCRP to file an insurance claim through Risk Management.",checked,,https://en.wikipedia.org/wiki/Commemoration_of_Casimir_Pulaski ,node/2289898433,1,Patterson Park,Canton,39.287172,-76.577085,,,6/27/2019 12:11pm
533,Palace Lions,,27 S. Patterson Park Avenue,,Unknown,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21231,Patterson Park,,Patterson Park,Outdoor,,,,,,,,,,,,,,1,Patterson Park,Canton,39.289477,-76.5810262,,,10/3/2019 7:51pm
1975.027.BWB.GuJon,,1975,1801 N. Gay Street,,Guy Jones,Mural,"""Mural Missing- no longer visible, removed, or repainted"",missing",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Lorraine Smith,,,,Baltimore,MD,21213,Patterson Park Avenue & Gay Street,,,Outdoor,painted mural,No longer visible,,,,Male,,,,,,,,13,Broadway East,Clifton-Berea,39.3110068,-76.5858146,,,
SECDC,Patterson Park Public Charter School Gym Murals (Spruce-Up 2017 site),2017,,,,Mural,in place (check),,,,,,,,,Baltimore,MD,,Patterson Park Public Charter School,,,Outdoor,mural,,,,,,,,,,BRNI,,,,,,39.2928293,-76.5786542,,,4/24/2021 12:47am
1973.006.XXX.EdSaf,Unknown,1973,2601 E. Baltimore Street,,Edward Safell,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21231,Patterson Park Recreation Center,Interior,Patterson Park Recreation Center,Indoor,mural,,,,,Male,,,,,,,,1,Patterson Park,Canton,39.291230,-76.580271,,,5/15/2019 4:05pm
1975.010.XXX.StRol,The Forum Fountain,1975,1400 Orleans Street,,Miles Stafford Rolph II,"Sculpture,Fountain",,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21231,Paul Laurence Dunbar HS,Behind the school,Paul Laurence Dunbar HS,Outdoor,concrete,,,,20 x 53.2 x 51.2 ft,Male,,,,checked,,,way/740763254,12,Dunbar-Broadway,Perkins/Middle East,39.295132164018526,-76.59860917561087,,,6/17/2022 9:18pm
1931.001.CHAP.BeKur,[Peale Museum Bas Relief],1931,225 N. Holliday Street,,Benjamin F. Kurtz,Relief,in place,Mayor & City Council,"Baltimore City Department of General Services,The Peale Center",,,,,,,Baltimore,MD,21202,Peale Museum,Four exterior reliefs,Peale Museum,Outdoor,concrete,,,,,Male,,,,checked,,,,11,Downtown,Downtown/Seton Hill,39.2918533,-76.6101091,,,7/17/2019 3:55pm
2004.002.MAS.JoBor,Male/ Female,2004,1500 N. Charles Street,,Jonathan Borofsky,Sculpture,in place,Federal Property,National Railroad Passenger Corporation,,,,,,,Baltimore,MD,21201,Penn Station,In front of Penn Station; between Charles and St. Paul Sts.,,Outdoor,,Man and woman intersected,,Good condition,H. 52 ft.,Male,,,,,,,node/2393501716,12,Charles North,Midtown,39.307070,-76.615893,,,8/29/2022 11:47pm
1978.013.PfA.WiLei,Untitled wall,1978,1515 N. Charles Street,,William Leizman,Sculpture,,Federal Property,National Railroad Passenger Corporation,,,,,,,Baltimore,MD,21202,Penn Station,N. side of west entrance,,,corten steel,,,,120 in. x 60 ft. x 12 in.,Male,,,,checked,,,,12,Penn-Fallsway,Jonestown/Oldtown,39.297300000000064,-76.60749999999996,,,7/18/2019 3:49pm
1911.003.CHAP.KeMur,Unknown [Clock Relief],1911,1515 N. Charles Street,,Kenneth W. Murchison,Relief,,,,,,,,,,Baltimore,MD,21202,Penn Station,,,,stone (or terracotta),,,,,Male,,,,checked,,,,12,Charles North,Midtown,39.30730268269117,-76.61569165973611,,,4/24/2021 12:15am
517,Relay,1983,2501 Pennsylvania Avenue,Missing,E. Marc Treib,Sculpture,,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21207,Penn-North Station (Metro),,,Indoor,painted aluminum,,,,,Male,,,,,,,,,,,39.30998007135307,-76.64248791811279,,,12/21/2021 10:05pm
1983.005.XXX.JaRei,Billie Holiday,1983,1400 Pennsylvania Avenue,,James Earl Reid,"Monument,Sculpture",in place,Mayor & City Council,City of Baltimore,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21217,Pennsylvania & Lafayette Park,Center of park at corner of Pennsylvania and Lafayette,,Outdoor,bronze,,Billie Holiday,,8 ft. 6 in. x 3 ft. 6 in. x 33 in,Male,,,,checked,,,node/3492315593,11,Upton,Upton/Druid Hts,39.301176,-76.632029,,,6/1/2019 10:38pm
1978.038.BWB.JoHil,,1978,Broadway,Street name,Joseph Hilton,Mural,,Private Property,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Suzette Power,,,,Baltimore,MD,,"Phipps Clinic, Johns Hopkins Hospital",,,Indoor,painted mural,,,,,Male,,,,,,,,12,Dunbar-Broadway,Perkins/Middle East,39.2956966,-76.5940162,,,8/21/2020 9:14pm
1978.042.BWB.DeLov,,1978,Broadway,Street name,Del Rey Loven,Mural,,Private Property,,,Beautiful Walls for Baltimore (BOPA),,,,,Baltimore,MD,,"Phipps Clinic, Johns Hopkins Hospital",,,Indoor,painted mural,,,,,,,,,,,,,12,Dunbar-Broadway,Perkins/Middle East,39.2969568,-76.5953844,,,8/21/2020 9:14pm
2019.001.PfA.WhFrazCrMic,[Pimlico INSPIRE],2019,4800 block of Pimlico Road,Block,"Whitney Frazier,Crystal Micriotti","Mural,Sculpture,Horizontal Mural",in place,Mayor & City Council,"Baltimore City Department of Transportation,Baltimore City Department of Planning",Baltimore Office of Promotion and the Arts,"Percent for Public Art (BOPA),INSPIRE- Department of Planning Community Art",,,9/1/2019,,Baltimore,MD,21215,Pimlico,Community Green Space (DOT Right of Way) at the intersection of Pimlico Road and Thorndale Ave,,Outdoor,"cast concrete,stainless steel,painted metal,painting","Large Horizontal mural around greenspace, with a custom steel/concrete sculpture on the interior of the garden painted to match the mural.",,INSPIRE- Community Arts Project,6'H x 80'W x 80'D,"Female, Female",David Scheper,,"See accession documents. Greenspace to be managed by Park Heights Renaissance, Artwork maintenance to be managed by BOPA.",,,,way/839682886,6,Central Park Heights,Pimlico/Arlington/Hilltop,39.347010,-76.669055,,,8/22/2020 3:09pm
1967.003.XXX.CoGre,Wishbone House,1967,200 E. 21st Street,,Colin Greenly,Sculpture,,,,,,,,,,Baltimore,MD,21218,Playlot,Exterior; south end,,Outdoor,concrete,,,,75 in. x 70 in. x 8 ft.,Male,,,,checked,,,,12,Barclay,Greater Charles Vill./Barclay,39.312486,-76.613715,,,
1971.010.XXX.JoShe,Unknown,1971,601 E. Fayette Street,,Joseph Sheppard,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,Police Headquarters Building,Interior,Police Headquarters Building,Indoor,mural,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,39.2902248,-76.6085998,,,
,Pope John Paul II Statue,2008,1 W. Franklin Street,,Joseph Sheppard,Sculpture,in place,,,,,,"""Mahan Rykiel Associates, Inc.""",10/23/2008,,Baltimore,MD,21201,Pope John Paul II Prayer Garden,,,Outdoor,bronze,,Pope John Paul II,,,Male,,,,,,,node/9987209253,11,Downtown,Downtown/Seton Hill,39.294913,-76.615716,,,8/29/2022 9:33pm
1911.001.CHAP.RiBro,John Mifflin Hood Monument,1911,324 Saint Paul Street,,Richard Edwin Brooks,"Monument,Sculpture",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,"Commission for Historical and Architectural Preservation (CHAP),Downtown Partnership of Baltimore",,,,5/11/1911,,Baltimore,MD,21202,Preston Gardens,,,Outdoor,bronze,,General John M. Hood,,8 ft. x 82 in. x 82 in.,Male,,,,checked,,,node/5515718332,11,Downtown,Downtown/Seton Hill,39.292742,-76.613717,,,6/1/2019 10:18pm
1890.001.CHAP.JoMon,Unknown [Old Post Office Relief],1890,408 Woodlawn Road,,John Monroe,"Relief,Historic Object",,,,,,,,,,Baltimore,MD,21210,Private Home Roland Park,Front porch,,,granite,,,,,Male,,,,checked,,,,6,Roland Park,Greater Roland Pk/Poplar,39.3505691,-76.6358254,,,7/31/2019 11:00am
1943.001.CHAP.ThKit,Spanish-American War Monument [The Hiker],1943,N. Fayette Street and E. Lakewood Street,Intersection,Theo Alice Ruggles Kitson,"Sculpture,Monument",in place,,,,,,,,,Baltimore,MD,21224,Pulaski Highway,Median,,Outdoor,bronze,,,Copy of 1921 original,8 ft. x 5 ft. 6 in. x 33 in.,Male,,,,checked,,,node/1291303422,13,McElderry Park,Patterson Pk N&E,39.29460602,-76.57938235,,,
1992.007.XXX.None,Pride of Baltimore Memorial,1992,Key Highway,,,"Sculpture,Memorial",in place,,,,,,,,,Baltimore,MD,21230,Rash Field,Rash Field- S. side of Inner Harbor,,Outdoor,"granite,steel",Large mast with commerative plaques of crew who perished in Pride's sinking,,,H. 60 ft. x Diam. 150 ft.,,,2009; 1991/1993,granite is worn and cracked. Needs regrouting. One slab has begun to slide off.; New in 1992,checked,,,node/358254186,11,Inner Harbor,Inner Harbor/Federal Hill,39.281397,-76.608336,,,11/9/2021 5:36pm
1974.009.PfA.BeWel,Unknown,1974,5001 E. Eager Street,,Betty Wells,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21205,Recreation Center at Armistead Gardens ES,Exterior,Armistead Gardens ES,Outdoor,bas relief,,,,,Female,,,,,,,,13,Armistead Gardens,Claremont/Armistead,39.3047544,-76.5548323,,,5/15/2019 4:32pm
478,The Vine Covered Passerelle,1986,6513 Wabash Avenue,,Rockne Krebs,Sculpture,removed,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21215,Reisterstown Plaza Station (Metro),,,Outdoor,,,,,,Male,,"Due to unexpected deterioration from severe weather, the sculpture had to be replaced in 2003 by Mark Thomas’s Tensile Membrane",,,,,,5,Seton Business Park,Howard Pk/W.Arlington,39.3520113,-76.7077305,,,8/1/2021 10:50pm
,Tensile Membrane,2003,6513 Wabash Avenue,,Mark Thomas,Sculpture,in place,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21215,Reisterstown Plaza Station (Metro),,,Outdoor,,,,Replaced Vine Covered Passerelle,,Male,,,,,,,,,,,39.3520113,-76.7077305,,,12/21/2021 9:53pm
1967.005.XXX.AlHal,Unknown,1967,6310 Reisterstown Road,,Alfredo Halegua,Sculpture,,Mayor & City Council,Enoch Pratt Free Library,,,,,,,Baltimore,MD,21215,Reisterstown Road Library,Interior,Reisterstown Road Library,Indoor,,,,,,Male,,,,,,,,5,Reisterstown Station,Glen-Falstaff,39.3544107,-76.7010746,,,5/15/2019 4:10pm
1812.001.CHAP.Unknown,Battery Cannons,1812,1604 Johnson Street,,Unknown,"Monument,Historic Object",in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21230,Riverside Park,,Riverside Park,,,,,,,,,,,,,,,11,South Baltimore,Inner Harbor/Federal Hill,39.271224018986445,-76.60807758059238,,,8/1/2021 11:06pm
433,Untitled,,301 E. Randall Street,,Henry Berge,,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21230,Riverside Park Whiffle Ball Stadium,,Riverside Park,,,,,,,Male,,,,,,,,11,Riverside,South Baltimore,39.271771,-76.6109301,,,5/15/2019 4:08pm
1979.001.PfA.RoAse,Unknown,1979,2095 N. Warwick Avenue,,Robert L. Aselage,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Robert Coleman ES,Interior,Robert Coleman ES,Indoor,mural,,,,,Male,,,,,,,,8,Irvington,Allendale/Irvington/S. Hilton,39.284350000000074,-76.69003999999995,,,5/15/2019 4:32pm
1984.002.PfA.JaFlo,Unknown,1984,1300 W. 36th Street,,James Flood,,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21211,Robert Poole MS,Interior,Robert Poole MS,Indoor,collage,,,,,Male,,,,,,,,7,Hampden,Medfield/Hampden/Woodberry/Remington,39.3303586079062,-76.6375138465984,,,5/15/2019 4:32pm
SECDC,Baltimore Highlands [Fox],2015,,,Bridget Cimino,Mural,in place,,,,,,,,,Baltimore,MD,,Robert's Place Garden,,,Outdoor,mural,Created since 2014,,,,Female,,,,,Baltimore Community Foundation,,,,,,39.2954917,-76.5676678,,,8/22/2022 10:46pm
1983.004.XXX.GrMor,Rogers Avenue,1983,Rogers Avenue Metro Station,,Greg Moring,Sculpture,,State of Maryland,Maryland Transit Administration,,,,,,,Baltimore,MD,21215,Rogers Avenue Station (Metro),Outside sub way station,,Outdoor,corten steel,,,,19 x 14 x 4 ft.,Male,,,,checked,,,,5,Arlington,Pimlico/Arlington/Hilltop,39.34556999999995,-76.68362000000002,,,8/22/2022 9:35pm
1968.010.PfA.WiLei,Unknown,1968,4300 Sidehill Road,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Rognel Heights ES,Exterior,Rognel Heights ES,Outdoor,weathering steel,,,,,Male,,,,checked,,,,8,Hunting Ridge,Beechfield/Ten Hills/West Hills,39.2981952,-76.6946723,,,5/15/2019 4:32pm
1968.009.PfA.WiLei,Unknown,1968,4300 Sidehill Road,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Rognel Heights ES,Cafeteria wall exterior,Rognel Heights ES,Outdoor,weathering steel,,,,,Male,,,,checked,,,,8,Hunting Ridge,Beechfield/Ten Hills/West Hills,39.2981952,-76.6946723,,,5/15/2019 4:32pm
1968.008.PfA.WiLei,Unknown,1968,4300 Sidehill Road,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Rognel Heights ES,Over entrance facade facing Wicklow/ Rec Center,Rognel Heights ES,Outdoor,weathering steel,,,,,Male,,,,,,,,8,Hunting Ridge,Beechfield/Ten Hills/West Hills,39.297732,-76.6949457,,,8/21/2020 9:22pm
104,Unknown,,5207 Roland Avenue,,Tage E. Jakobsen,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park E/MS,Entrance to gymnasium,Roland Park E/MS,,etched glass,,,,,Male,,,,,,,,6,Roland Park,Greater Roland Pk/Poplar,39.3574309,-76.6359834,,,5/15/2019 4:32pm
1989.006.PfA.MiJon,Unknown,1989,5207 Roland Avenue,,Michael Jones,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park E/MS,Interior; hall corridor,Roland Park E/MS,Indoor,painting,,,,,Male,,,,,,,,6,Wyndhurst,Greater Roland Pk/Poplar,39.357357,-76.634157,,,5/15/2019 4:32pm
1989.012.PfA.ToMil,Unknown,1989,5207 Roland Avenue,,Thomas Miller,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park E/MS,Gymnasium,Roland Park E/MS,Indoor,acrylic on canvas,,,,,Male,,,,,,,,6,Wyndhurst,Greater Roland Pk/Poplar,39.357556,-76.634521,,,8/22/2020 12:31am
1989.008.PfA.JePow,Unknown,1989,5207 Roland Avenue,,Jeff Powley,Stained glass,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park E/MS,Interior; front entrance fa�ade,Roland Park E/MS,Indoor,stained glass,,,,,Male,,,,,,,,6,Wyndhurst,Greater Roland Pk/Poplar,39.357357,-76.634157,,,5/15/2019 4:32pm
1975.041.XXX.ChGav,Unknown,1975,5207 Roland Avenue,,Chris Gavin,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park E/MS,Auditorium,Roland Park E/MS,,painted steel,,,,,Male,,,,,,,,6,Wyndhurst,Greater Roland Pk/Poplar,39.3569605535329,-76.6347978940699,,,5/15/2019 4:32pm
1989.005.PfA.GrHen,Unknown,1989,5207 Roland Avenue,,Greg Henry,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park E/MS,Interior; front lobby,Roland Park E/MS,Indoor,sculptured display cases,,,,,Male,,,,,,,,6,Wyndhurst,Greater Roland Pk/Poplar,39.357357,-76.634157,,,5/15/2019 4:32pm
1974.006.PfA.ThSus,Unknown,1974,5207 Roland Avenue,,Thomas G. Suspensky,Mosaic,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21210,Roland Park ES,Interior- addition,Roland Park E/MS,Indoor,ceramic tile,,,Check type (assumed as mosaic due to ceramic tiles as medium),,Male,,,,,,,,6,Wyndhurst,Greater Roland Pk/Poplar,39.3572157,-76.6344499,,,5/15/2019 4:32pm
101,Unknown,,1201 W. 36th Street,,Kevin Labadie,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,City of Baltimore - BOPA,Percent for Public Art (BOPA),,,,,Baltimore,MD,21211,Roosevelt Recreation Center,Activity room wall,Roosevelt Recreation Center,,oil on canvas,,,,,Female,,,,,,,,7,Hampden,Medfield/Hampden/Woodberry/Remington,39.3291511,-76.6380227,,,7/31/2019 11:38am
1968.015.PfA.PeVan,Untitled,1968,2777 Presstman Street,,Peter van Rossum,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Rosemont ES,Building facade,Rosemont ES,,stone aggregate,,,,,Male,,,,checked,,,,9,Northwest Community Action,Greater Rosemont,39.304769,-76.6629347,,,5/15/2019 4:32pm
1973.003.XXX.WiLei,Unknown,1973,1201 N. Rosedale Street,,William Leizman,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21216,Rosemont Recreation Center,Interior,Rosemont Recreation Center,Indoor,mural,,,,,Male,,,,,,,,9,Rosemont,Greater Rosemont,39.3022569,-76.6687939,,,5/15/2019 4:05pm
1977.003.XXX.DoCea,Atlantic Blue Roller Column,1977,Russell Street,,Dominick Cea,Sculpture,in place,Mayor & City Council,,,,,,,,Baltimore,MD,,Russell Street Median,Median strip near Oriole Park,,Outdoor,painted steel,,,,13 ft. 4 in. x 4 ft. x 4 ft. 9 in.,Male,,,,checked,,,node/9247479545,11,Stadium Area,Inner Harbor/Federal Hill,39.283739,-76.623339,,,11/13/2021 12:03am
,Spitball,1961,10 Art Museum Drive,,Tony Smith,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,painted steel,,,,138 x 168 x 168 in. (350.5 x 426.7 x 426.7 cm.),Male,,,,,,,node/8761464623,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:38pm
,100 Yard Dash,1969,10 Art Museum Drive,,Alexander Calder,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,painted steel,,,,168 x 179 x 125 in. (426.7 x 454.7 x 317.5 cm.),Male,,,,,,,node/8761464624,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326712,-76.618184,,,11/12/2021 10:31pm
,Large Boxing Hare on Anvil,1984,10 Art Museum Drive,,Barry Flanagan,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,,86 1/4 x 48 1/2 x 18 1/2 in. (219.1 x 123.2 x 47 cm.),Male,,,,,,,node/8908165925,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:37pm
,Sheila's Song,1982,10 Art Museum Drive,,Anthony Caro,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,steel,,,,82 1/2 x 115 x 50 in. (209.6 x 292.1 x 127 cm.),Male,,,,,,,node/8761464622,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Eight-Part Circle,1976,10 Art Museum Drive,,Michael Heizer,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,granite,,,1976/1987,,Male,,,,,,,node/8761464621,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Seventh Decade Forest,1976,10 Art Museum Drive,,Louise Nevelson,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,painted aluminum,,,1971–1976,,,,,,,,,node/8908165932,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Head (Tête),1974,10 Art Museum Drive,,Joan Miró,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,bronze,,,, 33 x 43 x 49 inches,Male,,,,,,,node/8908165931,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Sister Lu,1979,10 Art Museum Drive,,Mark di Suvero,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,steel,,,Kinetic sculpture,,Male,,,,,,,node/8908165929,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
,Untitled,1986,10 Art Museum Drive,,Ellsworth Kelly,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,stainless steel,,,,,,,,,,,,node/8908165923,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:40pm
,Untitled,1988,10 Art Museum Drive,,Joel Shapiro,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,,,,,,Male,,,,,,,,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.326707,-76.618257,,Approximate,11/12/2021 10:39pm
